Question,Answer,Document,Notes
"What journal was the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN"" published in?",,A. Waibel_1724972.json,
"What venue was the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN"" published in?",International Workshop on Spoken Language Translation,A. Waibel_1724972.json,
"How many citations does the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN"" have?",22,A. Waibel_1724972.json,
"Who are the authors of the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN""?","Sweta Agrawal, Antonios Anastasopoulos, L. Bentivogli, Ondrej Bojar, Claudia Borg, Marine Carpuat, Roldano Cattoni, Mauro Cettolo, Mingda Chen, William Chen, K. Choukri, Alexandra Chronopoulou, Anna Currey, T. Declerck, Qianqian Dong, Kevin Duh, Y. Estève, Marcello Federico, Souhir Gahbiche, B. Haddow, B. Hsu, Phu Mon Htut, H. Inaguma, Dávid Javorský, J. Judge, Yasumasa Kano, Tom Ko, Rishu Kumar, Peng Li, Xutai Ma, Prashant Mathur, E. Matusov, Paul McNamee, John P. McCrae, Kenton Murray, Maria Nadejde, Satoshi Nakamura, Matteo Negri, H. Nguyen, J. Niehues, Xing Niu, Atul Kr. Ojha, John E. Ortega, Proyag Pal, J. Pino, Lonneke van der Plas, Peter Polák, Elijah Matthew Rippeth, Elizabeth Salesky, Jiatong Shi, Matthias Sperber, Sebastian Stüker, Katsuhito Sudoh, Yun Tang, Brian Thompson, Ke M. Tran, M. Turchi, A. Waibel, Mingxuan Wang, Shinji Watanabe, Rodolfo Zevallos",A. Waibel_1724972.json,
"Who is the first author of the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN""?",Sweta Agrawal,A. Waibel_1724972.json,
"What is the paper ID of the paper ""FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN""?",f7e995c3cae465963ecaa8c9b4ce8b9b4323a71b,A. Waibel_1724972.json,
What paper has the paper ID f7e995c3cae465963ecaa8c9b4ce8b9b4323a71b?,FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN,A. Waibel_1724972.json,
What is the TLDR of the paper 'FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN'?,,A. Waibel_1724972.json,
What is the abstract of the paper 'FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN'?,"This paper reports on the shared tasks organized by the 20th IWSLT Conference. The shared tasks address 9 scientific challenges in spoken language translation: simultaneous and offline translation, automatic subtitling and dubbing, speech-to-speech translation, multilingual, dialect and low-resource speech translation, and formality control. The shared tasks attracted a total of 38 submissions by 31 teams. The growing interest towards spoken language translation is also witnessed by the constantly increasing number of shared task organizers and contributors to the overview paper, almost evenly distributed across industry and academia.",A. Waibel_1724972.json,
"What journal was the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff"" published in?",ArXiv,A. Waibel_1724972.json,
"What venue was the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff"" published in?",Interspeech,A. Waibel_1724972.json,
"How many citations does the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff"" have?",4,A. Waibel_1724972.json,
"Who are the authors of the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff""?","Peter Polák, Brian Yan, Shinji Watanabe, A. Waibel, Ondrej Bojar",A. Waibel_1724972.json,
"Who is the first author of the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff""?",Peter Polák,A. Waibel_1724972.json,
"What is the paper ID of the paper ""Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff""?",d24d60719e90e69749a75c160cb760d1d9fca44a,A. Waibel_1724972.json,
What paper has the paper ID d24d60719e90e69749a75c160cb760d1d9fca44a?,Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff,A. Waibel_1724972.json,
What is the TLDR of the paper 'Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff'?,A modified incremental blockwise beam search incorporating local agreement or hold-$n$ policies for quality-latency control is proposed and applied to models trained for online or offline translation and it is demonstrated that both types can be effectively used in online mode.,A. Waibel_1724972.json,
What is the abstract of the paper 'Incremental Blockwise Beam Search for Simultaneous Speech Translation with Controllable Quality-Latency Tradeoff'?,"Blockwise self-attentional encoder models have recently emerged as one promising end-to-end approach to simultaneous speech translation. These models employ a blockwise beam search with hypothesis reliability scoring to determine when to wait for more input speech before translating further. However, this method maintains multiple hypotheses until the entire speech input is consumed -- this scheme cannot directly show a single \textit{incremental} translation to users. Further, this method lacks mechanisms for \textit{controlling} the quality vs. latency tradeoff. We propose a modified incremental blockwise beam search incorporating local agreement or hold-$n$ policies for quality-latency control. We apply our framework to models trained for online or offline translation and demonstrate that both types can be effectively used in online mode. Experimental results on MuST-C show 0.6-3.6 BLEU improvement without changing latency or 0.8-1.4 s latency improvement without changing quality.",A. Waibel_1724972.json,
"What journal was the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023"" published in?",ArXiv,A. Waibel_1724972.json,
"What venue was the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023"" published in?",International Workshop on Spoken Language Translation,A. Waibel_1724972.json,
"How many citations does the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023"" have?",2,A. Waibel_1724972.json,
"Who are the authors of the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023""?","Danni Liu, T. Nguyen, Sai Koneru, Enes Yavuz Ugan, Ngoc-Quan Pham, Tuan-Nam Nguyen, Tu Anh Dinh, Carlos Mullov, A. Waibel, J. Niehues",A. Waibel_1724972.json,
"Who is the first author of the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023""?",Danni Liu,A. Waibel_1724972.json,
"What is the paper ID of the paper ""KIT’s Multilingual Speech Translation System for IWSLT 2023""?",610d9958390ab83515d0d81e19f8e5264faf8e9b,A. Waibel_1724972.json,
What paper has the paper ID 610d9958390ab83515d0d81e19f8e5264faf8e9b?,KIT’s Multilingual Speech Translation System for IWSLT 2023,A. Waibel_1724972.json,
What is the TLDR of the paper 'KIT’s Multilingual Speech Translation System for IWSLT 2023'?,"This paper describes the speech translation system for the multilingual track of IWSLT 2023, which focuses on the translation of scientific conference talks, and observes that cascaded systems are more easily adaptable towards specific target domains, due to their separate modules.",A. Waibel_1724972.json,
What is the abstract of the paper 'KIT’s Multilingual Speech Translation System for IWSLT 2023'?,"Many existing speech translation benchmarks focus on native-English speech in high-quality recording conditions, which often do not match the conditions in real-life use-cases. In this paper, we describe our speech translation system for the multilingual track of IWSLT 2023, which focuses on the translation of scientific conference talks. The test condition features accented input speech and terminology-dense contents. The tasks requires translation into 10 languages of varying amounts of resources. In absence of training data from the target domain, we use a retrieval-based approach (kNN-MT) for effective adaptation (+0.8 BLEU for speech translation). We also use adapters to easily integrate incremental training data from data augmentation, and show that it matches the performance of re-training. We observe that cascaded systems are more easily adaptable towards specific target domains, due to their separate modules. Our cascaded speech system outperforms its end-to-end counterpart on scientific talk translation, although their performance remains similar on TED talks.",A. Waibel_1724972.json,
What is the author ID of Alexander Waibel?,2064429921,data/paper_jsons/A. Waibel_2064429921.json,
What are the papers of Alexander Waibel?,"AdapITN: A Fast, Reliable, and Dynamic Adaptive Inverse Text Normalization, Train Global, Tailor Local: Minimalist Multilingual Translation into Endangered Languages, Towards Efficient Simultaneous Speech Translation: CUNI-KIT System for Simultaneous Track at IWSLT 2023",data/paper_jsons/A. Waibel_2064429921.json,
What is the H-index of Alexander Waibel?,6,data/paper_jsons/A. Waibel_2064429921.json,
What is the author citation count of Alexander Waibel?,69,data/paper_jsons/A. Waibel_2064429921.json,
What journals has Alexander Waibel published in?,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), ArXiv",data/paper_jsons/A. Waibel_2064429921.json,
What are the journals and how many papers has Alexander Waibel published in each?,"{'ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)': 1, 'ArXiv': 1}",data/paper_jsons/A. Waibel_2064429921.json,
What are the fields of study of Alexander Waibel?,Computer Science,data/paper_jsons/A. Waibel_2064429921.json,
How many papers has Alexander Waibel published in open access journals?,3,data/paper_jsons/A. Waibel_2064429921.json,
What venues has Alexander Waibel published in?,"IEEE International Conference on Acoustics, Speech, and Signal Processing, LORESMT, International Workshop on Spoken Language Translation",data/paper_jsons/A. Waibel_2064429921.json,
What is the most cited paper from Alexander Waibel?,Towards Efficient Simultaneous Speech Translation: CUNI-KIT System for Simultaneous Track at IWSLT 2023,data/paper_jsons/A. Waibel_2064429921.json,
What is the url of the most cited paper from Alexander Waibel?,https://aclanthology.org/2023.iwslt-1.37.pdf,data/paper_jsons/A. Waibel_2064429921.json,
Who are the authors of the most cited paper from Alexander Waibel?,"Peter Polák, Danni Liu, Ngoc-Quan Pham, J. Niehues, A. Waibel, Ondrej Bojar",data/paper_jsons/A. Waibel_2064429921.json,
TLDR of the most cited paper from Alexander Waibel?,"This year's submission to the Simultaneous Track at IWSLT 2023 is described, and a novel online policy for attentional encoder-decoder models is proposed that prevents the model to generate translation beyond the current speech input by using an auxiliary CTC output layer.",data/paper_jsons/A. Waibel_2064429921.json,
