Question,Answer,DocumentId,StartIndex
4. What is the cost of the application fee for graduate programs at Carnegie Mellon?,"

AI Assistant: The cost of the application fee for graduate programs at Carnegie Mellon is $100 per program, and $80 if the applicant applies before November 29, 2023 at 3PM EST (early deadline).","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[36879, -1, -1]"
"5. Are fee waivers available for graduate program applications at Carnegie Mellon? If so, what are the requirements?",,"['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 36879, -1]"
1. What is the minimum TOEFL score required for successful applicants?,"
System: The minimum TOEFL score required for successful applicants is 100.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[33433, 9320, 23473]"
2. What is the Institution Code for submitting TOEFL scores?,"
System: The Institution Code for submitting TOEFL scores is 4256.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[9320, 23473, 33433]"
3. What information is required for application submission? (Select all that apply),"

AI Assistant: The following information is required for application submission:

Official transcripts from each university you have attended, regardless of whether you received your degree there.
Current resume.
Statement of Purpose.
Three letters of recommendation.
A short (1-3 minute) video of yourself.
Any outside funding you are receiving must be accompanied by an official award letter.
No incomplete applications will be eligible for consideration.
For specific application/admissions questions, please contact Stacey Young .","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[4168, 38540, 9320]"
4. Is it mandatory to submit a video as part of the application process?,"

Bot:  Yes, it is mandatory to submit a short (1-3 minute) video of yourself as part of the application process for the Master's program in Language Technologies at Carnegie Mellon University. This is not a required part of the application process, but it is strongly suggested.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[38540, 9320, 4168]"
5. Can incomplete applications be considered for admission?,"

System: I don't know.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[9320, 38540, 24863]"
6. What is the current tuition rate for graduate students? (According to the text),"
System: The current tuition rate for graduate students at Carnegie Mellon University's School of Computer Science is $18,676 per year (according to the text).","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[13826, 4168, 21503]"
7. Are Research Assistantships guaranteed for MLT students? (Select one),"
System:  Yes.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[10407, 13826, 38540]"
8. Where can students find additional information regarding financial aid and billing/payments?,"

Bot:  You can find additional information regarding financial aid and billing/payments on the Enrollment & Finances page of the Graduate Education website.","['data/webpages/urls_list.txt', 'data/webpages/url0.txt', 'data/webpages/url1.txt']","[0, 13826, -1]"
9. What resources does Enrollment & Finances provide for financial aid and tuition payments?,"

Bot: Enrollment & Finances provides resources for financial aid and tuition payments through Student Financial Services and Graduate Education - Financial Assistance. Additionally, they provide links to additional resource links to assist with financial aid and tuition payments.","['data/webpages/url0.txt', 'data/webpages/urls_list.txt', 'data/webpages/url11.txt']","[13826, 0, -1]"
10. What information can be found in the MLT Handbook? (Select all that apply),"
System: 



























































































































































































































































","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[10407, 13826, 33433]"
1. What is the main focus of the Master's in Intelligent Information Systems program?,"
Bot: The main focus of the Master's in Intelligent Information Systems program is recognizing and extracting meaning from text, spoken language, and video.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[16207, 24863, -1]"
2. How many units of practical experience does the program require?,"

System: The MIIS program requires a minimum of 84 units (typically 7 courses) of qualifying and elective courses for MIIS-16 students, and a minimum of 108 units (typically 9 courses) of qualifying and elective courses for MIIS-21 students.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[33433, 9320, 17669]"
3. What are the three types of practical experience offered in the program?,"

AI Assistant:  The three types of practical experience offered in the program are:

1. Internship
2. Conversational Interfaces
3. MIIS Capstone Project","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 17669, 33433]"
4. Can the summer internship be waived for students with sufficient prior professional experience?,"




","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 38540, 24863]"
5. What is the duration of the capstone project?,"

AI Assistant: The capstone project duration is 24 units.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[27492, -1, 21503]"
6. What is the purpose of directed study projects with faculty advisors?,"

AI Assistant: The purpose of directed study projects with faculty advisors is to allow students in the Master of Language Technologies (MLT) program at Carnegie Mellon University to engage in research under the guidance of a faculty advisor during their studies. This is an integral part of the MLT program and allows students to gain hands-on experience in research, which is an essential component of a research-focused degree program.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 10407, 7356]"
7. What kind of skills will students gain from the program?,"

AI Assistant: The Master of Language Technologies program at Carnegie Mellon University prepares students for a research career in academia or industry by providing a comprehensive education in language technologies. The program covers a wide range of topics, including natural language processing, machine learning, and human-computer interaction. Students will gain skills in programming, data structures, and algorithms, as well as knowledge of language technologies such as machine translation, speech recognition, and text summarization. The program also provides opportunities for students to work on research projects and collaborate with faculty members, which can help them develop their research skills and gain practical experience in the field.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[10407, 33433, 17669]"
8. What are some examples of companies that MIIS alumni have gone on to work at?,"

System:  I don't know.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[16207, 17669, 24863]"
9. How long does it typically take for MIIS graduates to secure job offers after graduation?,"

Machine: 144 units (typically 12 courses)","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[16207, 24863, 17669]"
"10. What is unique about the combination of classroom instruction, professional experience, and group-oriented capstone project?",,"['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[-1, 27492, 17669]"
1. What are the two options for completing the MIIS degree program?,"

Answer: The two options for completing the MIIS degree program are Option 1 (MIIS-16) and Option 2 (MIIS: Advanced Study). Option 1 is a 16-month track that is completed in three academic semesters (fall, spring, fall) and a summer internship, while Option 2 is a 21-month track that is completed in four academic semesters (fall, spring, fall, spring) and a summer internship.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[17669, 16207, 24863]"
2. What is the duration of the MIIS-16 track?,"

Answer: The MIIS-16 track is a 16-month track that is completed in three academic semesters (fall, spring, fall) and a summer internship.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[17669, 16207, 21503]"
3. What is the duration of the MIIS: Advanced Study track?,"

Answer: The MIIS: Advanced Study track is a 21-month track that is completed in four academic semesters (fall, spring, fall, spring) and a summer internship.","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[17669, 16207, 21503]"
4. What concentration areas are available for MIIS: Advanced Study track students?,"

AI Assistant:  The MIIS: Advanced Study track offers in-depth degree in one of the following areas of concentration: Human Language for Language Technologies Language Technology Application Machine Learning for Language Technologies","['data/webpages/url0.txt', 'data/webpages/url0.txt', 'data/webpages/url0.txt']","[17669, 16207, -1]"
